nan,nan,nan,nan,nan,xxxx-xx-xx xx:xx:xx,0,21.666668, 51.000000, 1699655211, Ambient_Weather, 199
14.420000,45.772461,1021.919983,28.059978,-82.411774,2023-11-28 17:43:21,9,17.166668, 43.000000, 1701175416, Ambient_Weather, 83
14.840000,45.771484,1021.919983,28.059931,-82.411819,2023-11-28 17:44:06,10,17.944447, 45.000000, 1701175461, Ambient_Weather, 58
14.170000,46.327148,1021.890015,28.059925,-82.411880,2023-11-28 17:44:59,10,17.666666, 45.000000, 1701175514, Ambient_Weather, 58
13.830000,47.125000,1021.840027,28.059891,-82.412132,2023-11-28 17:45:52,7,17.222223, 47.000000, 1701175567, Ambient_Weather, 58
13.870000,47.775391,1021.770020,28.059877,-82.412163,2023-11-28 17:46:45,6,16.944445, 48.000000, 1701175620, Ambient_Weather, 58
14.470000,47.116211,1021.820007,28.059877,-82.412155,2023-11-28 17:47:38,8,16.833334, 50.000000, 1701175673, Ambient_Weather, 58
14.690000,45.766602,1021.849976,28.059950,-82.412399,2023-11-28 17:48:31,9,16.833334, 50.000000, 1701175726, Ambient_Weather, 58
nan,nan,nan,nan,nan,2023-11-28 18:42:40,0,19.100000, 50.000000, 1701178976, Acurite 592TXR, 1214
24.330000,71.137695,730.309998,nan,nan,2023-11-28 18:42:57,0,19.100000, 50.000000, 1701178992, Acurite 592TXR, 1214
24.330000,71.137695,730.309998,nan,nan,2023-11-28 18:43:13,0,19.299999, 50.000000, 1701179008, Acurite 592TXR, 1214
24.330000,71.137695,730.309998,nan,nan,2023-11-28 18:43:29,0,19.400000, 50.000000, 1701179025, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:43:45,0,19.600000, 50.000000, 1701179041, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:43:45,0,19.700001, 50.000000, 1701179057, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:43:45,0,19.799999, 50.000000, 1701179073, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:43:45,0,20.000000, 49.000000, 1701179090, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:43:45,0,20.100000, 49.000000, 1701179106, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:43:45,0,20.100000, 49.000000, 1701179122, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:43:45,0,20.200001, 49.000000, 1701179138, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:43:45,0,20.299999, 49.000000, 1701179155, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:43:45,0,20.299999, 49.000000, 1701179171, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:43:45,0,20.400000, 49.000000, 1701179187, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:43:45,0,20.400000, 49.000000, 1701179203, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:43:45,0,20.500000, 49.000000, 1701179220, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:46:59,0,20.500000, 49.000000, 1701179236, Acurite 592TXR, 1214
24.330000,71.137695,730.309998,nan,nan,2023-11-28 18:47:17,0,20.600000, 49.000000, 1701179252, Acurite 592TXR, 1214
24.330000,71.137695,730.309998,nan,nan,2023-11-28 18:47:33,0,20.600000, 48.000000, 1701179268, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:47:33,0,20.600000, 48.000000, 1701179285, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:48:06,0,20.700001, 48.000000, 1701179301, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:48:18,0,20.700001, 48.000000, 1701179317, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:48:18,0,20.799999, 48.000000, 1701179333, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:48:18,0,20.799999, 48.000000, 1701179350, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:48:18,0,20.799999, 48.000000, 1701179366, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:48:18,0,20.799999, 48.000000, 1701179382, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:48:18,0,21.000000, 47.000000, 1701179398, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:48:18,0,21.000000, 47.000000, 1701179415, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:48:18,0,21.000000, 47.000000, 1701179431, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:48:18,0,21.000000, 47.000000, 1701179447, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:48:18,0,21.000000, 47.000000, 1701179463, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:48:18,0,21.100000, 47.000000, 1701179480, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:48:18,0,21.100000, 47.000000, 1701179496, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:48:18,0,21.100000, 47.000000, 1701179512, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:48:18,0,21.100000, 47.000000, 1701179528, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:48:18,0,21.100000, 47.000000, 1701179545, Acurite 592TXR, 1214
24.330000,71.137695,730.309998,nan,nan,2023-11-28 18:52:26,0,21.100000, 47.000000, 1701179561, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:52:29,0,21.100000, 47.000000, 1701179577, Acurite 592TXR, 1214
24.330000,71.137695,730.309998,nan,nan,2023-11-28 18:52:58,0,21.200001, 47.000000, 1701179593, Acurite 592TXR, 1214
24.330000,71.137695,730.309998,nan,nan,2023-11-28 18:53:15,0,21.200001, 47.000000, 1701179610, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:53:21,0,21.200001, 47.000000, 1701179626, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:53:21,0,21.200001, 47.000000, 1701179642, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:53:21,0,21.500000, 47.000000, 1701179658, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:53:21,0,21.799999, 47.000000, 1701179675, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:53:21,0,22.100000, 46.000000, 1701179691, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:53:21,0,22.200001, 46.000000, 1701179707, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:53:21,0,22.200001, 46.000000, 1701179723, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:53:21,0,22.200001, 46.000000, 1701179740, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:53:21,0,22.200001, 46.000000, 1701179756, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:53:21,0,22.200001, 45.000000, 1701179772, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:53:21,0,22.200001, 45.000000, 1701179788, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:53:21,0,22.200001, 45.000000, 1701179805, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:53:21,0,22.200001, 45.000000, 1701179821, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:53:21,0,22.200001, 45.000000, 1701179837, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:53:21,0,22.200001, 45.000000, 1701179853, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:53:21,0,22.100000, 45.000000, 1701179870, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:53:21,0,22.100000, 45.000000, 1701179886, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:53:21,0,22.100000, 45.000000, 1701179902, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:53:21,0,22.100000, 45.000000, 1701179918, Acurite 592TXR, 1214
nan,nan,nan,nan,nan,2023-11-28 18:58:33,0,22.100000, 45.000000, 1701179935, Acurite 592TXR, 1214
